gene	UMI
TARS2	153
TARSL2	457
TAS1R1	1
TAS2R10	1
TAS2R13	2
TAS2R14	23
TAS2R19	3
TAS2R20	178
TAS2R30	5
TAS2R31	7
TAS2R4	1
TAS2R43	1
TAS2R46	1
TAS2R5	4
TASP1	271
TAT	1
TATDN1	3576
TATDN2	698
TATDN3	487
TAX1BP1	7404
TAX1BP3	7
TAZ	1062
TBC1D1	476
TBC1D10A	229
TBC1D10B	496
TBC1D12	252
TBC1D13	336
TBC1D14	644
TBC1D15	801
TBC1D16	115
TBC1D17	663
TBC1D19	57
TBC1D2	125
TBC1D20	900
TBC1D22A	593
TBC1D22B	84
TBC1D23	338
TBC1D24	119
TBC1D25	260
TBC1D2B	170
TBC1D30	78
TBC1D3H	1
TBC1D4	392
TBC1D5	573
TBC1D7	799
TBC1D8	694
TBC1D8B	43
TBC1D9	174
TBC1D9B	765
TBCA	16345
TBCB	21288
TBCC	623
TBCCD1	107
TBCD	1317
TBCE	994
TBCEL	48
TBCK	67
TBK1	765
TBKBP1	73
TBL1X	997
TBL1XR1	953
TBL2	1281
TBL3	1151
TBP	238
TBPL1	567
TBR1	1
TBRG1	911
TBRG4	3815
TBX1	24
TBX15	1
TBX18	165
TBX19	28
TBX2	44
TBX20	1
TBX21	3
TBX3	418
TBX6	3
TBXA2R	7
TBXAS1	110
TC2N	28
TCAP	15
TCEA1	7829
TCEA2	250
TCEA3	24
TCEAL1	562
TCEAL3	344
TCEAL4	4644
TCEAL5	1
TCEAL6	1
TCEAL7	1
TCEAL8	1407
TCEANC	16
TCEANC2	114
TCEB1	10609
TCEB2	24902
TCEB3	930
TCERG1	1698
TCF12	752
TCF19	381
TCF20	211
TCF21	18
TCF24	4
TCF25	3194
TCF3	308
TCF4	140
TCF7	131
TCF7L1	74
TCF7L2	704
TCFL5	51
TCHH	9
TCHP	1359
TCIRG1	990
TCN1	8
TCN2	185
TCOF1	2633
TCP1	9371
TCP10L	58
TCP11L1	284
TCP11L2	17
TCTA	507
TCTE3	1
TCTEX1D2	1421
TCTEX1D4	15
TCTN1	423
TCTN2	64
TCTN3	1019
TDG	1914
TDH	1
TDO2	35
TDP1	371
TDP2	1206
TDRD12	5
TDRD3	284
TDRD5	3
TDRD6	1
TDRD7	236
TDRD9	1
TDRG1	1
TDRKH	185
TEAD1	2161
TEAD2	261
TEAD3	26
TEAD4	1587
TEC	69
TECPR1	117
TECPR2	214
TECR	4671
TEF	40
TEKT2	1
TEKT3	2
TEKT4	65
TEKT4P2	523
TEKT5	1
TELO2	707
TENC1	247
TEP1	61
TEPP	6
TERC	128
TERF1	2027
TERF2	544
TERF2IP	1717
TERT	65
TES	529
TESC	4536
TESK1	280
TESK2	4
TET1	120
TET2	188
TET3	108
TEX10	877
TEX12	1
TEX14	17
TEX15	17
TEX19	30
TEX2	282
TEX22	7
TEX261	1166
TEX264	2859
TEX9	100
TF	4
TFAM	2679
TFAMP1	1
TFAP2A	626
TFAP2C	304
TFAP2E	4
TFAP4	86
TFB1M	431
TFB2M	657
TFCP2	457
TFCP2L1	66
TFDP1	1065
TFDP2	879
TFE3	639
TFEB	71
TFF1	261
TFF3	9
TFG	2725
TFIP11	513
TFPI	911
TFPI2	2535
TFPT	984
TFR2	45
TFRC	2629
TG	4
TGDS	213
TGFA	121
TGFB1	2275
TGFB1I1	585
TGFB2	618
TGFB3	8
TGFBI	5638
TGFBR1	425
TGFBR2	957
TGFBR3	189
TGFBRAP1	151
TGIF1	2490
TGIF2	148
TGM1	15
TGM2	884
TGM3	3
TGOLN2	2506
TGS1	2334
NELFCD	1517
THADA	774
THAP1	452
THAP10	182
THAP11	792
THAP2	116
THAP3	630
THAP4	1297
THAP5	642
THAP6	143
THAP7	1852
THAP8	257
THAP9	49
THBD	137
THBS1	201
THBS3	89
THEM4	766
THG1L	1077
THNSL1	164
THNSL2	1
THOC1	616
THOC2	1965
THOC3	285
THOC4	2000
THOC5	832
THOC6	1023
THOC7	5515
THOP1	1721
THRA	423
THRAP3	5054
THRB	51
THSD1	119
THSD1P1	62
THSD4	609
THSD7A	507
THTPA	571
THUMPD1	1107
THUMPD2	708
THUMPD3	2697
THY1	120
THYN1	813
TIA1	847
TIAL1	2197
TIAM1	18
TIAM2	23
TICAM1	161
TIFA	155
TIGD1	185
TIGD2	151
TIGD3	39
TIGD4	8
TIGD5	271
TIGD6	152
TIGD7	52
TIGIT	1
TIMD4	18
TIMELESS	1524
TIMM10	8857
TIMM13	14728
TIMM17A	6123
TIMM17B	7458
TIMM22	4196
TIMM23	2872
TIMM23B	7
TIMM44	2128
TIMM50	11514
TIMM8A	2651
TIMM8B	6893
TIMM9	3076
TIMMDC1	3170
TIMP1	15377
TIMP2	2505
TIMP3	14
TIMP4	314
TINAG	13
TINAGL1	1
TINF2	712
TIPARP	426
TIPARP-AS1	16
TIPIN	1795
TIPRL	2138
TIRAP	111
TJAP1	197
TJP1	3489
TJP2	52
TJP3	31
TK1	13160
TK2	351
TKT	51827
TLCD1	2923
TLCD2	81
TLE1	1097
TLE2	23
TLE3	155
TLE4	218
TLE6	26
TLK1	1236
TLK2	877
TLL1	3
TLL2	5
TLN1	2014
TLN2	299
TLR1	10
TLR10	1
TLR2	1
TLR3	16
TLR5	2
TLR6	125
TLR7	1
TLR9	1
TLX1	1
TLX1NB	2
TLX2	13
TLX3	1
TM2D1	650
TM2D2	2915
TM2D3	1097
TM4SF1	32960
TM4SF18	1598
TM4SF19	50
TM4SF19-TCTEX1D2	4
TM4SF20	684
TM4SF4	270
TM4SF5	29
TM6SF1	3
TM6SF2	3
TM7SF2	996
TM7SF3	1457
TM9SF1	1079
TM9SF2	601
TM9SF3	3326
TM9SF4	443
TMBIM1	921
TMBIM4	1931
TMBIM6	12555
TMC4	55
TMC5	548
TMC6	179
TMC7	86
TMC8	28
TMCC1	284
TMCC2	37
TMCC3	4
TMCO1	4021
TMCO3	517
TMCO4	81
TMCO6	76
TMCO7	359
TMED1	1730
TMED10	4209
TMED10P1	5
TMED2	4900
TMED3	7843
TMED4	589
TMED5	809
TMED6	7
TMED7	769
TMED8	14
TMED9	9441
TMEFF1	1
TMEFF2	14
TMEM101	1295
TMEM102	169
TMEM104	288
TMEM105	19
TMEM106A	28
TMEM106B	1095
TMEM106C	3399
TMEM107	917
TMEM109	2216
TMEM11	4744
TMEM110	256
TMEM111	3723
TMEM115	1119
TMEM116	107
TMEM117	49
TMEM119	6
TMEM120A	888
TMEM120B	871
TMEM121	518
TMEM123	4073
TMEM126A	3195
TMEM126B	2056
TMEM127	431
TMEM128	269
TMEM129	390
TMEM130	4
TMEM131	532
TMEM132A	870
TMEM132B	1
TMEM133	25
TMEM134	1746
TMEM135	341
TMEM136	567
TMEM138	1747
TMEM139	52
TMEM140	48
TMEM141	5335
TMEM143	131
TMEM144	98
TMEM145	52
TMEM146	1
TMEM147	21400
TMEM14A	2338
TMEM14B	7072
TMEM14C	6768
TMEM150A	181
TMEM150C	8
TMEM151A	29
TMEM154	6
TMEM156	271
TMEM158	40
TMEM159	247
TMEM160	11903
TMEM161A	546
TMEM161B	190
TMEM164	476
TMEM165	1041
TMEM167A	4108
TMEM167B	343
TMEM168	133
TMEM169	16
TMEM17	146
TMEM170A	450
TMEM170B	133
TMEM171	51
TMEM173	10
TMEM175	322
TMEM176A	1
TMEM176B	1
TMEM177	923
TMEM178	1
TMEM179B	4153
TMEM18	1744
TMEM180	73
TMEM181	344
TMEM182	95
TMEM183A	683
TMEM183B	31
TMEM184A	446
TMEM184B	356
TMEM184C	263
TMEM185A	258
TMEM185B	892
TMEM186	663
TMEM187	463
TMEM188	152
TMEM189	648
TMEM19	591
TMEM190	22
TMEM191A	248
TMEM191B	11
TMEM191C	31
TMEM192	352
TMEM194A	224
TMEM194B	102
TMEM198	19
TMEM199	1287
TMEM2	547
TMEM201	192
TMEM203	1946
TMEM205	7754
TMEM206	407
TMEM208	6900
TMEM209	321
TMEM214	823
TMEM216	248
TMEM217	5
TMEM218	702
TMEM219	2855
TMEM22	214
TMEM220	99
TMEM221	17
TMEM222	1489
TMEM223	2310
TMEM229B	7
TMEM231	75
TMEM232	2
TMEM234	203
TMEM236	4
TMEM237	634
TMEM238	21
TMEM25	4
TMEM27	148
TMEM30A	1125
TMEM30B	2
TMEM30C	1
TMEM31	3
TMEM33	1304
TMEM37	226
TMEM38A	21
TMEM38B	413
TMEM39A	149
TMEM39B	362
TMEM40	36
TMEM41A	907
TMEM41B	907
TMEM42	470
TMEM43	658
TMEM44	92
TMEM45A	37
TMEM45B	1
TMEM47	9
TMEM48	976
TMEM5	1250
TMEM50A	2504
TMEM50B	526
TMEM51	617
TMEM52	66
TMEM53	258
TMEM54	1138
TMEM55A	318
TMEM55B	1122
TMEM56	1149
TMEM56-RWDD3	37
TMEM57	211
TMEM59	2048
TMEM59L	34
TMEM60	1412
TMEM61	12
TMEM62	204
TMEM63A	45
TMEM63B	188
TMEM63C	8
TMEM64	438
TMEM65	577
TMEM66	3454
TMEM67	73
TMEM68	205
TMEM69	431
TMEM70	2201
TMEM74	5
TMEM79	199
TMEM80	297
TMEM81	57
TMEM85	7912
TMEM86A	10
TMEM86B	105
TMEM87A	831
TMEM87B	281
TMEM88	9
TMEM89	1
TMEM8A	311
TMEM8B	55
TMEM9	2645
TMEM91	178
TMEM92	1071
TMEM93	9594
TMEM97	5570
TMEM98	1199
TMEM99	1310
TMEM9B	1401
TMF1	811
TMIE	1
TMLHE	188
TMOD1	62
TMOD2	60
TMOD3	5698
TMOD4	9
TMPO	4770
TMPPE	18
TMPRSS5	6
TMPRSS7	8
TMPRSS9	1
TMSB10	222581
TMSB15A	22
TMSB15B	160
TMSB4X	200501
TMSB4Y	50
TMTC2	37
TMTC3	682
TMTC4	225
TMUB1	2293
TMUB2	710
TMX1	2596
TMX2	4318
TMX3	578
TMX4	918
TNC	4
TNF	34
TNFAIP1	913
TNFAIP2	2091
TNFAIP3	411
TNFAIP6	38
TNFAIP8	803
TNFAIP8L1	210
TNFAIP8L3	12
TNFRSF10A	154
TNFRSF10B	1394
TNFRSF10C	9
TNFRSF10D	249
TNFRSF11A	22
TNFRSF11B	4
TNFRSF12A	15114
TNFRSF13B	1
TNFRSF13C	3
TNFRSF14	3
TNFRSF19	12
TNFRSF1A	6805
TNFRSF1B	1
TNFRSF21	513
TNFRSF25	8
TNFRSF4	5
TNFRSF8	3
TNFRSF9	34
TNFSF10	59
TNFSF12	123
TNFSF13B	25
TNFSF14	10
TNFSF15	61
TNFSF4	1
TNFSF9	304
TNIK	33
TNIP1	2871
TNIP2	1519
TNIP3	13
TNK1	4
TNK2	160
TNKS	406
TNKS1BP1	526
TNKS2	758
TNNC1	211
TNNC2	12
TNNI3	598
TNNT1	6171
TNNT2	2
TNPO1	4174
TNPO2	325
TNPO3	1514
TNRC18	213
TNRC6A	927
TNRC6B	631
TNRC6C	123
TNS1	8
TNS3	2395
TNS4	503
TOB1	999
TOB2	439
TOB2P1	58
TOE1	511
TOLLIP	1470
TOM1	275
TOM1L1	858
TOM1L2	286
TOMM20	5880
TOMM20L	3
TOMM22	8034
TOMM34	1347
TOMM40	17968
TOMM40L	130
TOMM5	18421
TOMM6	15509
TOMM7	16729
TOMM70A	1707
TONSL	324
TOP1	4736
TOP1MT	1292
TOP1P1	23
TOP1P2	1
TOP2A	13049
TOP2B	1981
TOP3A	248
TOP3B	195
TOPBP1	1113
TOPORS	670
TOR1A	1858
TOR1AIP1	489
TOR1AIP2	1801
TOR1B	326
TOR2A	403
TOR3A	1899
TOX	6
TOX2	167
TOX3	29
TOX4	1488
TP53	1711
TP53AIP1	1
TP53BP1	518
TP53BP2	425
TP53I11	606
TP53I13	1274
TP53I3	8045
TP53INP1	40
TP53INP2	19
TP53RK	783
TP53TG1	778
TP63	10
TP73	3
TP73-AS1	127
TPBG	442
TPCN1	391
TPCN2	292
TPD52	2535
TPD52L1	1379
TPD52L2	1979
TPI1	69091
TPI1P2	15
TPI1P3	4
TPK1	26
TPM1	31003
TPM2	25237
TPM3	12581
TPM4	7297
TPMT	498
TPP1	408
TPP2	499
TPPP	20
TPPP3	169
TPR	5858
TPRA1	750
TPRG1	5
TPRG1L	366
TPRKB	6211
TPRN	140
TPSG1	6
TPST1	167
TPST2	176
TPT1	30722
TPTE2P1	16
TPTE2P6	1
TPX2	4820
TRA2A	1213
TRA2B	4383
TRABD	1742
TRADD	1610
TRAF1	153
TRAF2	2250
TRAF3	623
TRAF3IP1	718
TRAF3IP2	170
TRAF3IP2-AS1	102
TRAF4	2007
TRAF5	152
TRAF6	145
TRAF7	1222
TRAFD1	345
TRAIP	359
TRAK1	299
TRAK2	338
TRAM1	8042
TRAM1L1	10
TRAM2	417
TRANK1	51
TRAP1	5890
TRAPPC1	15663
TRAPPC10	463
TRAPPC2	259
TRAPPC2L	3420
TRAPPC2P1	754
TRAPPC3	4029
TRAPPC4	3394
TRAPPC5	7999
TRAPPC6A	2442
TRAPPC6B	366
TRAPPC8	215
TRAPPC9	271
TRDMT1	124
TRERF1	122
TREX1	493
TREX2	2
TRIAP1	4310
TRIB1	390
TRIB2	1
TRIB3	3046
TRIM11	639
TRIM13	412
TRIM14	443
TRIM16	5899
TRIM16L	5397
TRIM2	12
TRIM21	339
TRIM22	12
TRIM23	204
TRIM24	434
TRIM25	1933
TRIM26	478
TRIM27	1225
TRIM28	12965
TRIM29	9
TRIM3	137
TRIM31	4
TRIM32	368
TRIM33	475
TRIM34	3
TRIM35	136
TRIM36	48
TRIM37	1042
TRIM38	445
TRIM39	101
TRIM39-RPP21	1
TRIM4	491
TRIM41	284
TRIM44	1034
TRIM45	21
TRIM46	10
TRIM47	2466
TRIM5	344
TRIM52	76
TRIM53P	2
TRIM54	3
TRIM55	6
TRIM56	475
TRIM58	1
TRIM59	1028
TRIM6	332
TRIM62	15
TRIM65	302
TRIM66	52
TRIM67	14
TRIM68	143
TRIM69	9
TRIM7	1123
TRIM74	3
TRIM78P	26
TRIM8	185
TRIM9	223
TRIML2	835
TRIO	377
TRIOBP	575
TRIP10	861
TRIP11	1083
TRIP12	1775
TRIP13	1216
TRIP4	541
TRIP6	2865
TRIT1	325
TRMT1	953
TRMT11	607
TRMT112	19973
TRMT12	252
TRMT1L	540
TRMT2A	600
TRMT2B	241
TRMT5	654
TRMT6	2367
TRMT61A	1686
TRMT61B	713
TRMU	864
TRNAU1AP	658
TRNP1	2846
TRNT1	813
TROAP	956
TROVE2	1730
TRPA1	105
TRPC1	150
TRPC4AP	779
TRPC6	33
TRPM2	431
TRPM4	110
TRPM6	41
TRPM7	569
TRPM8	5
TRPS1	6
TRPT1	650
TRPV1	56
TRPV2	24
TRRAP	291
TRUB1	482
TRUB2	1955
TSC1	219
TSC2	330
TSC22D1	2114
TSC22D2	112
TSC22D3	383
TSC22D4	659
TSEN15	1432
TSEN2	316
TSEN34	7144
TSEN54	1327
TSFM	2513
TSG101	2834
TSGA10	79
TSGA10IP	1
TSGA14	484
TSHZ1	149
TSHZ3	49
TSKS	1
TSKU	2264
TSN	2638
TSNARE1	20
TSNAX	1695
TSNAXIP1	13
TSPAN1	82
TSPAN10	86
TSPAN12	17
TSPAN13	829
TSPAN14	1728
TSPAN15	1809
TSPAN17	1379
TSPAN18	20
TSPAN19	3
TSPAN2	6
TSPAN3	3317
TSPAN31	410
TSPAN33	178
TSPAN4	10622
TSPAN5	416
TSPAN6	1190
TSPAN7	63
TSPAN8	6
TSPAN9	213
TSPO	10355
TSPO2	5
TSPYL1	640
TSPYL2	194
TSPYL4	47
TSPYL5	193
TSR1	3055
TSR2	2586
TSSC1	1875
TSSC4	4141
TSSK3	6
TSSK6	3
TST	1069
TSTA3	4167
TSTD1	7
TSTD2	239
TTBK1	1
TTBK2	41
TTC1	4189
TTC12	110
TTC13	207
TTC14	551
TTC15	1192
TTC17	559
TTC18	10
TTC19	1525
TTC21A	7
TTC21B	176
TTC23	237
TTC25	60
TTC26	195
TTC27	989
TTC28	133
TTC28-AS1	705
TTC3	2667
TTC30A	107
TTC30B	50
TTC31	388
TTC32	476
TTC33	182
TTC35	1294
TTC36	4
TTC37	1138
TTC38	240
TTC39A	69
TTC39B	46
TTC39C	404
TTC3P1	7
TTC4	48
TTC5	376
TTC6	5
TTC7A	402
TTC7B	101
TTC8	402
TTC9	125
TTC9B	60
TTC9C	642
TTF1	1640
TTF2	919
TTI1	527
TTI2	360
TTK	717
TTL	699
TTLL1	73
TTLL11	47
TTLL12	630
TTLL13	11
TTLL3	9
TTLL4	219
TTLL5	198
TTLL6	27
TTLL7	120
TTN	2
TTPA	73
TTPAL	362
TTR	15
TTTY15	193
TTYH1	3
TTYH2	41
TTYH3	246
TUB	89
TUBA1A	4455
TUBA1B	129544
TUBA1C	31544
TUBA3C	1
TUBA3D	1
TUBA3E	1
TUBA4A	15363
TUBA4B	7
TUBA8	7
TUBAL3	4
TUBB	48223
TUBB2A	1871
TUBB2B	370
TUBB2C	41754
TUBB3	13117
TUBB4	142
TUBB6	3535
TUBB8	2
TUBBP5	2
TUBD1	563
TUBE1	273
TUBG1	6817
TUBG2	318
TUBGCP2	2218
TUBGCP3	351
TUBGCP4	193
TUBGCP5	664
TUBGCP6	113
TUFM	16554
TUFT1	463
TUG1	724
TULP3	591
TULP4	194
TUSC1	225
TUSC2	2112
TUSC3	1229
TUT1	324
TWF1	1769
TWF2	2034
TWIST1	78
TWIST2	76
TWISTNB	2817
TWSG1	334
TXK	4
TXLNA	714
TXLNG	1563
TXLNG2P	110
TXN	100698
TXN2	4710
TXNDC11	436
TXNDC12	3261
TXNDC15	1447
TXNDC16	62
TXNDC17	21040
TXNDC5	3
TXNDC9	2138
TXNIP	10
TXNL1	5920
TXNL4A	4821
TXNL4B	704
TXNRD1	21078
TXNRD2	2228
TXNRD3	100
TYK2	278
TYMP	1162
TYMS	6020
TYRO3	164
TYSND1	938
TYW1	630
TYW1B	120
TYW3	1635
TYW5	427
U2AF1	11101
U2AF1L4	1199
U2AF2	1556
U2SURP	6292
UACA	1648
UAP1	533
UAP1L1	53
UBA1	2563
UBA2	6085
UBA3	590
UBA5	696
UBA52	46009
UBA6	532
UBA7	4
UBAC1	1272
UBAC2	1154
UBAC2-AS1	173
UBAP1	652
UBAP1L	25
UBAP2	1303
UBAP2L	1476
UBASH3A	1
UBASH3B	1301
UBB	67430
UBC	45972
UBD	5
UBE2A	3888
UBE2B	2380
UBE2C	10352
UBE2CBP	114
UBE2D1	1030
UBE2D2	4523
UBE2D3	5969
UBE2D4	496
UBE2E1	1796
UBE2E2	854
UBE2E3	1291
UBE2F	1611
UBE2G1	2291
UBE2G2	1041
UBE2H	1173
UBE2I	8424
UBE2J1	696
UBE2J2	1634
UBE2K	2310
UBE2L3	10699
UBE2L6	1204
UBE2M	6544
UBE2MP1	12
UBE2N	4863
UBE2O	671
UBE2Q1	1085
UBE2Q2	1158
UBE2Q2P1	155
UBE2Q2P2	10
UBE2Q2P3	124
UBE2QL1	3
UBE2R2	3073
UBE2S	32853
UBE2T	6006
UBE2V1	126
UBE2V2	4297
UBE2W	502
UBE2Z	2293
UBE3A	1904
UBE3B	470
UBE3C	962
UBE4A	615
UBE4B	305
UBFD1	824
UBIAD1	475
UBL3	392
UBL4A	1814
UBL5	12093
UBL7	1284
UBLCP1	933
UBN1	1190
UBN2	302
UBOX5	215
UBP1	873
UBQLN1	2168
UBQLN2	569
UBQLN4	787
UBQLNL	4
UBR1	220
UBR2	303
UBR3	435
UBR4	1824
UBR5	884
UBR7	692
UBTD1	797
UBTD2	320
UBTF	2082
UBXN1	5437
UBXN11	346
UBXN2A	713
UBXN2B	446
UBXN4	4469
UBXN6	680
UBXN7	199
UBXN8	371
UCHL1	24916
UCHL3	2082
UCHL5	1806
UCK1	873
UCK2	2063
UCKL1	510
UCKL1-AS1	6
UCN	84
UCN2	35
UCP2	2655
UCP3	43
UEVLD	207
UFC1	4573
UFD1L	3772
UFL1	474
UFM1	1408
UFSP1	194
UFSP2	400
UG0898H09	7
UGCG	146
UGDH	6693
UGGT1	667
UGGT2	284
UGP2	2975
UGT1A6	1
UGT1A7	1
UGT1A9	8
UGT2B10	1
UGT2B11	3
UGT2B15	6
UGT2B28	1
UGT2B7	3
UGT8	1
UHMK1	1186
UHRF1	632
UHRF1BP1	289
UHRF1BP1L	457
UHRF2	444
UIMC1	724
ULBP1	25
ULBP2	35
ULBP3	1
ULK1	506
ULK2	339
ULK3	523
ULK4	92
UMPS	2647
UNC119	1132
UNC119B	188
UNC13A	44
UNC13B	224
UNC13C	2
UNC13D	90
UNC45A	1205
UNC50	919
UNC5B	3
UNC5C	1
UNC5CL	12
UNC5D	2
UNC93B1	1299
UNG	1286
UNK	635
UNKL	988
UOX	2
UPF1	342
UPF2	1470
UPF3A	1460
UPF3B	1475
UPK1A	16
UPK1B	707
UPK2	22
UPK3B	175
UPK3BL	1
UPP1	6663
UPRT	156
UQCC	793
UQCR10	13214
UQCR11	11284
UQCRB	20815
UQCRC1	6713
UQCRC2	4929
UQCRFS1	26823
UQCRH	23747
UQCRHL	257
UQCRQ	25270
URB1	373
URB2	291
URGCP	464
URM1	4094
UROD	1696
UROS	2786
USE1	1001
USF1	28
USF2	1834
USH1C	16
USH1G	1
USMG5	16994
USO1	904
USP1	1830
USP10	1577
USP11	1373
USP12	606
USP13	579
USP14	2178
USP15	1056
USP16	2941
USP18	1039
USP19	188
USP2	16
USP20	73
USP21	49
USP22	2630
USP24	480
USP25	445
USP27X	50
USP28	277
USP3	1655
USP30	122
USP31	268
USP32	480
USP33	578
USP34	1813
USP35	43
USP36	359
USP37	435
USP38	205
USP39	1657
USP4	241
USP40	753
USP42	398
USP43	59
USP44	7
USP45	104
USP46	285
USP47	1621
USP48	833
USP49	10
USP5	2303
USP50	3
USP51	55
USP53	400
USP54	110
USP6	2
USP6NL	168
USP7	1820
USP8	2091
USP9X	1706
USP9Y	122
USPL1	219
UST	43
UTF1	6
UTP11L	2458
UTP14A	2014
UTP14C	272
UTP15	636
UTP18	3709
UTP20	1021
UTP23	890
UTP3	1084
UTP6	1626
UTRN	609
UTY	62
UVRAG	536
UXS1	1127
UXT	8348
VAC14	500
VAMP1	93
VAMP2	1352
VAMP3	1483
VAMP4	174
VAMP5	10
VAMP7	790
VAMP8	1298
VANGL1	384
VANGL2	8
VAPA	4629
VAPB	1439
VARS	1853
VARS2	290
VASH1	37
VASH2	80
VASN	99
VASP	2253
VAT1	2098
VAV1	334
VAV2	240
VAV3	224
VAX1	31
VAX2	94
VBP1	3774
VCAM1	2
VCAN	229
VCL	2057
VCP	11095
VCPIP1	271
VCX	3
VCX3B	1
VDAC1	13796
VDAC2	15538
VDAC3	10532
VDR	51
VEGFA	191
VEGFB	541
VEGFC	101
VEPH1	31
VEZF1	1283
VEZT	1125
VGF	142
VGLL3	111
VGLL4	841
VHL	398
VHLL	1
VIL1	4
VILL	2
VIM	45701
VIPR1	4
VKORC1	6702
VKORC1L1	628
VLDLR	158
VMA21	3034
VMAC	55
VMO1	93
VMP1	4197
VN1R1	3
VNN1	1
VNN2	1
VOPP1	2008
VPRBP	103
VPREB3	24
VPS11	148
VPS13A	572
VPS13B	236
VPS13C	932
VPS13D	185
VPS16	808
VPS18	401
VPS25	5515
VPS26A	1906
VPS26B	665
VPS28	5642
VPS29	7357
VPS33A	555
VPS33B	494
VPS35	4854
VPS36	789
VPS37A	781
VPS37B	305
VPS37C	315
VPS37D	117
VPS39	259
VPS41	644
VPS45	437
VPS4A	2570
VPS4B	754
VPS52	216
VPS53	827
VPS54	279
VPS72	847
VPS8	163
VRK1	1448
VRK2	988
VRK3	712
VSIG1	7
VSIG10	285
VSIG10L	265
VSIG8	2
VSTM1	100
VSTM2B	1
VSTM2L	31
VSTM4	15
VSX1	16
VSX2	1
VTA1	909
VTCN1	5
VTI1A	364
VTI1B	3025
VTN	770
VTRNA1-2	1
VTRNA1-3	11
VTRNA2-1	2
VWA1	377
VWA5A	30
VWA5B2	8
VWCE	4
VWDE	9
WAC	1453
WAPAL	951
WARS	2158
WARS2	295
WAS	3
WASF1	163
WASF2	2501
WASF3	7
WASH1	231
WASH2P	15
WASH3P	235
WASH5P	2
WASH7P	69
WASL	795
WBP1	2
WBP11	2544
WBP11P1	1
WBP2	2015
WBP4	1594
WBP5	2434
WBSCR16	954
WBSCR22	10015
WBSCR27	902
WBSCR28	6
WDFY1	412
WDFY2	196
WDFY3	156
WDFY3-AS2	36
WDHD1	739
WDPCP	44
WDR1	4633
WDR11	381
WDR12	945
WDR13	2106
WDR16	3
WDR17	52
WDR18	3670
WDR19	95
WDR20	523
WDR24	184
WDR25	310
WDR26	447
WDR27	32
WDR3	1170
WDR31	59
WDR33	1524
WDR34	9203
WDR35	622
WDR36	710
WDR37	148
WDR38	1
WDR4	1324
WDR41	1142
WDR43	3484
WDR44	237
WDR45	943
WDR45L	1922
WDR46	2106
WDR47	116
WDR48	236
WDR49	1
WDR5	1413
WDR52	95
WDR53	207
WDR54	4580
WDR55	627
WDR59	458
WDR5B	119
WDR6	1102
WDR60	1114
WDR61	4784
WDR62	730
WDR63	8
WDR64	1
WDR65	4
WDR66	9
WDR67	234
WDR69	9
WDR7	128
WDR70	530
WDR72	268
WDR73	1132
WDR74	4334
WDR75	899
WDR76	500
WDR77	2564
WDR78	24
WDR81	281
WDR82	1015
WDR83	482
WDR85	826
WDR88	2
WDR89	303
WDR90	154
WDR91	94
WDR92	642
WDR93	2
WDR96	6
WDSUB1	161
WDTC1	116
WDYHV1	958
WEE1	459
WEE2	1
WFDC2	2
WFDC3	7
WFIKKN1	8
WFS1	321
WHAMM	565
WHAMMP2	65
WHAMMP3	135
WHSC1	1426
WHSC1L1	1903
NELFA	287
WIBG	1061
WIPF1	122
WIPF2	923
WIPF3	25
WIPI1	141
WIPI2	1368
WISP1	12
WISP2	347
WIZ	221
WLS	147
WNK1	1944
WNK2	145
WNK3	3
WNK4	51
WNT10A	1
WNT10B	59
WNT11	2
WNT2	1
WNT3	37
WNT3A	1
WNT4	11
WNT5A	2
WNT5B	1
WNT6	1
WNT7A	2
WNT7B	4310
WRAP53	1495
WRAP73	424
WRB	968
WRN	386
WRNIP1	367
WSB1	844
WSB2	920
WSCD1	102
WT1	67
WT1-AS	5
WTAP	1506
WTIP	310
WWC1	1649
WWC2	757
WWC3	465
WWOX	464
WWP1	668
WWP2	315
WWTR1	4270
WWTR1-AS1	11
XAB2	798
XAF1	34
XAGE1A	5
XAGE1C	12
XAGE1E	4
XAGE2	1
XAGE3	1
XBP1	1793
XDH	35
XG	1
XIAP	1089
XK	35
XKR8	119
XKR9	17
XKRX	3
XPA	1134
XPC	1023
XPNPEP1	553
XPNPEP3	561
XPO1	2935
XPO4	254
XPO5	653
XPO6	1084
XPO7	871
XPOT	748
XPR1	497
XRCC1	834
XRCC2	314
XRCC3	653
XRCC4	1034
XRCC5	12458
XRCC6	11553
XRCC6BP1	400
XRN1	479
XRN2	5404
XRRA1	130
XYLB	118
XYLT1	8
XYLT2	160
YAF2	1327
YAP1	366
YARS	3096
YARS2	894
YBEY	2173
YBX1	22083
YBX2	12
YDJC	4518
YEATS2	196
YEATS4	1553
YES1	883
YIF1A	7306
YIF1B	3180
YIPF1	400
YIPF2	173
YIPF3	1446
YIPF4	1232
YIPF5	1018
YIPF6	2007
YJEFN3	97
YKT6	2433
YLPM1	1271
YME1L1	2919
YOD1	257
YPEL1	25
YPEL2	37
YPEL3	72
YPEL5	912
YRDC	773
YTHDC1	1735
YTHDC2	892
YTHDF1	1296
YTHDF2	2926
YTHDF3	810
YWHAB	25550
YWHAE	16046
YWHAG	4432
YWHAH	3184
YWHAQ	18490
YWHAZ	9264
YY1	4057
YY1AP1	746
YY2	98
ZACN	1
