gene	UMI
LOC100507118	8
LOC100507127	581
LOC100507128	2
LOC100507131	31
LOC100507133	7
LOC100507134	3
LOC100507136	1
LOC100507144	3
LOC100507145	4
LOC100507146	3
LOC100507149	7
LOC100507150	7
LOC100507153	12
LOC100507161	42
LOC100507165	1
LOC100507168	26
LOC100507172	5
LOC100507173	3
LOC100507178	4
LOC100507186	11
LOC100507195	1
LOC100507196	19
LOC100507209	66
LOC100507212	85
LOC100507213	84
LOC100507217	1867
LOC100507218	8
LOC100507233	1
LOC100507239	80
LOC100507240	1
LOC100507241	71
LOC100507242	2
LOC100507246	7662
LOC100507250	18
LOC100507257	6
LOC100507258	8
LOC100507259	9
LOC100507263	1
LOC100507265	24
LOC100507266	2
LOC100507280	211
LOC100507283	11
LOC100507286	6
LOC100507288	3
LOC100507291	65
LOC100507295	3
LOC100507297	60
LOC100507299	1
LOC100507303	1984
LOC100507305	3
LOC100507306	55
LOC100507307	10
LOC100507308	5
LOC100507309	52
LOC100507311	2
LOC100507314	46
LOC100507316	798
LOC100507317	287
LOC100507319	538
LOC100507321	62
LOC100507322	21
LOC100507330	1
LOC100507331	28
LOC100507332	61
LOC100507338	96
LOC100507342	9
LOC100507345	30
LOC100507346	1
LOC100507347	25
LOC100507360	20
LOC100507364	9
LOC100507373	7
LOC100507376	132
LOC100507377	2
LOC100507381	12
LOC100507387	1
LOC100507398	37
LOC100507401	47
LOC100507404	1
LOC100507410	1
LOC100507411	14
LOC100507418	13
LOC100507419	1
LOC100507421	19
LOC100507424	34
LOC100507437	183
LOC100507440	43
LOC100507445	10
LOC100507448	1077
LOC100507449	5
LOC100507452	58
LOC100507458	133
LOC100507459	143
LOC100507460	73
LOC100507462	4
LOC100507463	50
LOC100507466	3
LOC100507468	1
LOC100507473	4
LOC100507475	190
LOC100507481	11
LOC100507486	16
LOC100507487	64
LOC100507489	1
LOC100507493	299
LOC100507495	64
LOC100507500	1
LOC100507501	28
LOC100507503	2
LOC100507506	1
LOC100507507	444
LOC100507516	1
LOC100507520	16
LOC100507521	1
LOC100507535	3
LOC100507539	26
LOC100507540	113
LOC100507546	2
LOC100507547	78
LOC100507552	99
LOC100507554	26
LOC100507557	6
LOC100507558	1
LOC100507563	22
LOC100507564	11
LOC100507567	65
LOC100507568	7
LOC100507575	238
LOC100507580	7
LOC100507582	4
LOC100507584	1
LOC100507589	1
LOC100507591	12
LOC100507594	9
LOC100507599	69
LOC100507602	461
LOC100507607	3
LOC100507613	9
LOC100507619	71
LOC100507624	1
LOC100507630	2
LOC100507633	27
LOC100507634	2
LOC100507642	2
LOC100507645	98
LOC100507654	10
LOC100507663	29
LOC100507669	1
LOC100507670	115
LOC100507672	60
LOC100507675	1
LOC100507739	4767
LOC100508120	15
LOC100508995	15
LOC100509100	23
LOC100509105	4
LOC100509205	22
LOC100509213	1
LOC100509263	10
LOC100509484	1
LOC100509894	13
LOC100527964	23
LOC100616668	7
LOC100630917	1
LOC100630918	169
LOC100630923	16
LOC100652730	4
LOC100652731	2
LOC100652733	45
LOC100652735	2
LOC100652736	67
LOC100652738	5
LOC100652739	6
LOC100652740	18
LOC100652741	7
LOC100652744	1
LOC100652745	53
LOC100652748	160
LOC100652752	7
LOC100652758	176
LOC100652759	11
LOC100652762	621
LOC100652764	92
LOC100652765	7
LOC100652766	100
LOC100652767	1
LOC100652768	9
LOC100652772	8
LOC100652774	1
LOC100652779	7
LOC100652786	9
LOC100652787	35
LOC100652788	1
LOC100652789	31
LOC100652795	5
LOC100652798	1
LOC100652800	80
LOC100652804	1
LOC100652805	10
LOC100652806	1
LOC100652809	10
LOC100652810	1
LOC100652816	3
LOC100652821	13
LOC100652822	1
LOC100652823	24
LOC100652827	41
LOC100652828	358
LOC100652832	4
LOC100652837	3
LOC100652838	14
LOC100652839	3
LOC100652840	33
LOC100652843	19
LOC100652849	3
LOC100652850	37
LOC100652854	1
LOC100652858	3
LOC100652860	2
LOC100652865	1
LOC100652866	3
LOC100652869	87
LOC100652874	3
LOC100652878	1
LOC100652886	5
LOC100652887	118
LOC100652888	12
LOC100652890	2
LOC100652892	28
LOC100652895	1
LOC100652897	7
LOC100652898	12
LOC100652901	26
LOC100652902	37
LOC100652903	17
LOC100652905	66
LOC100652906	2
LOC100652912	18
LOC100652914	1
LOC100652915	30
LOC100652917	2
LOC100652920	20
LOC100652921	2
LOC100652922	1
LOC100652924	8
LOC100652926	14
LOC100652930	7
LOC100652934	22
LOC100652935	17
LOC100652936	3
LOC100652937	1
LOC100652939	9654
LOC100652940	4
LOC100652943	26
LOC100652949	1
LOC100652950	84
LOC100652951	11
LOC100652952	14
LOC100652953	3
LOC100652956	2
LOC100652959	5
LOC100652961	6
LOC100652962	2
LOC100652963	8
LOC100652964	135
LOC100652965	2
LOC100652972	43
LOC100652980	11
LOC100652983	1
LOC100652984	34
LOC100652987	26
LOC100652989	1
LOC100652991	37
LOC100652992	1
LOC100652993	7
LOC100652994	2
LOC100652997	20
LOC100652998	3634
LOC100652999	2
LOC100653003	3
LOC100653004	35
LOC100653007	2
LOC100653008	4
LOC100653009	2
LOC100653010	14
LOC100653013	7
LOC100653016	1
LOC100653017	6
LOC100653021	43
LOC100653024	2
LOC113230	111
LOC124685	4
LOC127841	9
LOC139201	7
LOC143188	5
LOC143666	65
LOC144438	501
LOC144481	52
LOC144486	10
LOC144571	7
LOC145216	1
LOC145474	18
LOC145663	4
LOC145694	26
LOC145783	38
LOC145820	1
LOC145837	11
LOC145845	1
LOC146336	5
LOC146880	84
LOC147727	1230
LOC147804	395
LOC148189	123
LOC148413	491
LOC148709	5
LOC149351	123
LOC150051	152
LOC150197	11
LOC150381	1070
LOC150776	216
LOC151009	160
LOC151162	449
LOC151534	26
LOC151658	1
LOC151760	1
LOC152024	2
LOC152217	2003
LOC152742	4
LOC153684	66
LOC153910	1
LOC154761	11
LOC154822	1
LOC155060	34
LOC157381	2
LOC158572	24
LOC162632	32
LOC170425	8
LOC201617	1
LOC201651	165
LOC202181	25
LOC202781	373
LOC219347	35
LOC220594	2
LOC220729	105
LOC220906	951
LOC221442	3
LOC253039	615
LOC253962	1
LOC254100	29
LOC254128	225
LOC255187	2
LOC255411	1
LOC255512	68
LOC256374	7
LOC256880	3
LOC257358	7
LOC257396	177
LOC282997	69
LOC283038	1
LOC283050	1
LOC283070	83
LOC283089	3
LOC283104	202
LOC283174	9
LOC283335	279
LOC283392	1
LOC283403	44
LOC283404	17
LOC283481	50
LOC283553	3
LOC283588	2
LOC283624	123
LOC283663	12
LOC283683	25
LOC283693	9
LOC283710	12
LOC283731	1
LOC283738	1
LOC283887	7
LOC283888	2
LOC283922	1
LOC284009	1
LOC284023	27
LOC284080	10
LOC284379	1
LOC284385	46
LOC284408	23
LOC284454	180
LOC284561	5
LOC284600	12
LOC284751	63
LOC284788	1
LOC284801	11
LOC284804	7
LOC284889	74
LOC285074	182
LOC285084	4
LOC285359	3
LOC285463	5
LOC285540	4
LOC285548	1
LOC285626	3
LOC285696	13
LOC285758	4
LOC285796	3
LOC285847	1
LOC285943	158
LOC285965	3
LOC285972	1
LOC286059	7
LOC286114	1
LOC286190	2
LOC286297	1
LOC286367	13
LOC286437	60
LOC286467	7
LOC338739	8
LOC338758	150
LOC338799	127
LOC338817	3
LOC338963	1
LOC339240	4
LOC339290	58
LOC339352	153
LOC339400	2
LOC339524	5
LOC339529	2
LOC339535	4
LOC339593	2
LOC339803	1910
LOC339874	1
LOC339894	1
LOC340037	18
LOC340544	14
LOC341056	1
LOC344595	80
LOC344887	182
LOC348120	165
LOC348761	9
LOC349196	1
LOC374443	232
LOC375190	87
LOC375196	1
LOC375295	282
LOC386597	4
LOC386758	26
LOC387646	2
LOC387647	429
LOC387723	27
LOC388152	94
LOC388282	590
LOC388436	1
LOC388499	10
LOC388588	77
LOC388630	1
LOC388692	18
LOC388780	48
LOC388789	7173
LOC388796	8664
LOC388906	3
LOC388942	7
LOC389247	19
LOC389602	1
LOC389634	7
LOC389641	103
LOC389765	36
LOC389791	6
LOC389906	282
LOC390940	1
LOC390956	1
LOC391322	1
LOC391636	2
LOC391722	3
LOC399708	1
LOC399744	9
LOC399815	86
LOC400027	128
LOC400043	24
LOC400099	52
LOC400236	72
LOC400464	1
LOC400499	1
LOC400604	40
LOC400655	113
LOC400657	166
LOC400706	1
LOC400752	1
LOC400891	2
LOC400927	10
LOC400986	475
LOC401010	2
LOC401022	34
LOC401052	20
LOC401068	30
LOC401074	37
LOC401093	19
LOC401164	8
LOC401317	10
LOC401320	63
LOC401321	244
LOC401397	1058
LOC401431	36
LOC401588	132
LOC401980	8
LOC404266	70
LOC407835	5
LOC439949	660
LOC439990	203
LOC439994	117
LOC440028	65
LOC440104	90
LOC440132	1
LOC440157	20
LOC440173	9
LOC440288	152
LOC440300	1
LOC440335	2
LOC440354	56
LOC440356	4
LOC440434	158
LOC440600	5
LOC440700	9
LOC440896	1
LOC440900	5
LOC440905	15
LOC440934	7
LOC440944	384
LOC440981	1
LOC440993	14
LOC441124	54
LOC441177	1
LOC441204	7
LOC441239	1
LOC441242	1
LOC441402	9
LOC441454	24
LOC441461	12
LOC441493	2
LOC441528	2
LOC441601	2
LOC441617	2
LOC442075	221
LOC442421	2
LOC442454	18
LOC493754	261
LOC51145	2
LOC541471	1769
LOC550112	70
LOC550643	3910
LOC553103	51
LOC554206	29
LOC554249	125
LOC595101	4
LOC606724	3
LOC613037	1
LOC613126	3
LOC641298	4
LOC641364	1
LOC641467	7
LOC641518	2
LOC641746	1
LOC642236	82
LOC642361	100
LOC642373	22
LOC642423	13
LOC642441	6
LOC642781	18
LOC642799	4
LOC642826	17
LOC642846	50
LOC642852	193
LOC642924	1
LOC643037	3
LOC643072	48
LOC643085	3
LOC643201	10
LOC643387	2
LOC643395	1
LOC643401	126
LOC643406	1
LOC643529	1
LOC643650	905
LOC643669	14
LOC643696	1
LOC643714	1
LOC643719	4
LOC643723	3
LOC643770	12
LOC643783	36
LOC643797	1
LOC643802	1
LOC643837	204
LOC643988	155
LOC644075	23
LOC644135	1
LOC644242	3
LOC644246	237
LOC644656	64
LOC644662	1
LOC644714	1
LOC644936	20
LOC644961	95
LOC645166	322
LOC645212	283
LOC645249	469
LOC645405	2
LOC645431	22
LOC645513	9
LOC645638	127
LOC645676	110
LOC645722	360
LOC645781	95
LOC646214	5
LOC646278	155
LOC646329	113
LOC646471	12
LOC646576	19
LOC646626	18
LOC646719	65
LOC646730	3
LOC646762	124
LOC646778	35
LOC646808	51
LOC646851	80
LOC646890	4
LOC646903	38
LOC646999	8
LOC647323	1
LOC647946	45
LOC647979	2048
LOC648570	2
LOC648691	1
LOC648987	181
LOC649395	3
LOC650157	2
LOC650368	1
LOC652276	430
LOC653075	4
LOC653160	10
LOC653501	4
LOC653566	156
LOC653653	1
LOC653720	1
LOC653739	13
LOC654342	1024
LOC654433	4
LOC678655	20
LOC692247	6
LOC723809	2
LOC727721	8
LOC727803	9
LOC727849	99
LOC727869	27
LOC727896	62
LOC727924	70
LOC727982	1
LOC728024	9
LOC728026	49
LOC728034	5
LOC728047	4
LOC728066	116
LOC728190	269
LOC728228	12
LOC728323	48
LOC728392	15
LOC728407	6
LOC728431	496
LOC728485	2
LOC728537	16
LOC728554	1011
LOC728558	12
LOC728586	1
LOC728613	38
LOC728622	10
LOC728640	250
LOC728643	20
LOC728715	98
LOC728723	11
LOC728730	86
LOC728741	32
LOC728743	93
LOC728752	8
LOC728758	176
LOC728769	426
LOC728819	53
LOC728855	17
LOC728875	1
LOC728888	18
LOC728975	47
LOC728978	1
LOC729013	579
LOC729020	6
LOC729041	6
LOC729059	1
LOC729080	16
LOC729082	1030
LOC729162	6
LOC729176	12
LOC729178	3
LOC729234	32
LOC729264	4
LOC729313	1
LOC729513	8
LOC729570	51
LOC729603	9
LOC729609	4
LOC729678	121
LOC729732	9
LOC729739	5
LOC729770	1
LOC729799	50
LOC729852	240
LOC729970	69
LOC730081	14
LOC730091	18
LOC730098	277
LOC730101	35
LOC730102	136
LOC730183	59
LOC730184	9
LOC730227	2
LOC730236	13
LOC730256	1
LOC730268	8
LOC730755	2
LOC731223	11
LOC731275	20
LOC731282	17
LOC79999	26
LOC80054	71
LOC81691	205
LOC84856	3
LOC84989	87
LOC90246	1
LOC90784	269
LOC90834	8
LOC91450	3
LOC91948	2
LOC92249	247
LOC92659	1029
LOC93622	482
LOC96610	247
LOH12CR1	172
LOH12CR2	52
LONP1	2480
LONP2	730
LONRF1	119
LONRF2	212
LONRF3	90
LOX	2
LOXL1	18
LOXL2	1021
LOXL3	5
LOXL4	12
LPAL2	4
LPAR1	191
LPAR2	29
LPAR5	8
LPAR6	42
LPCAT1	663
LPCAT2	186
LPCAT3	396
LPCAT4	137
LPGAT1	1599
LPHN1	55
LPHN2	125
LPIN1	1193
LPIN2	389
LPIN3	127
LPP	1711
LPP-AS2	64
LPPR1	2
LPPR2	245
LPPR3	27
LPXN	34
LRAT	2
LRBA	331
LRCH1	220
LRCH2	1
LRCH3	59
LRCH4	243
LRFN1	150
LRFN3	331
LRFN4	548
LRG1	2
LRIF1	1487
LRIG1	59
LRIG2	30
LRIG3	109
LRIT3	1
LRP1	94
LRP10	1345
LRP11	254
LRP12	238
LRP1B	1
LRP2BP	5
LRP3	779
LRP4	47
LRP5	227
LRP5L	57
LRP6	700
LRP8	524
LRPAP1	4096
LRPPRC	4548
LRR1	3218
LRRC1	139
LRRC10B	2
LRRC14	793
LRRC16A	249
LRRC16B	4
LRRC17	1
LRRC20	591
LRRC23	753
LRRC24	124
LRRC26	506
LRRC27	167
LRRC28	478
LRRC29	62
LRRC3	14
LRRC32	2
LRRC36	10
LRRC37A	3
LRRC37A2	70
LRRC37A3	29
LRRC37A4	253
LRRC37B	40
LRRC37BP1	962
LRRC39	2
LRRC40	254
LRRC41	454
LRRC42	661
LRRC43	1
LRRC45	706
LRRC46	117
LRRC47	1192
LRRC48	14
LRRC49	274
LRRC4B	16
LRRC56	8
LRRC57	115
LRRC58	1479
LRRC59	7790
LRRC6	33
LRRC61	1
LRRC63	1
LRRC66	1
LRRC67	1
LRRC68	665
LRRC69	11
LRRC70	5
LRRC71	10
LRRC8A	704
LRRC8B	229
LRRC8C	125
LRRC8D	548
LRRC8E	57
LRRCC1	134
LRRFIP1	4107
LRRFIP2	1572
LRRIQ1	72
LRRIQ3	21
LRRK1	261
LRRK2	196
LRRN2	53
LRRN3	68
LRRN4CL	3
LRRTM2	1
LRSAM1	275
LRTOMT	260
LRWD1	881
LSAMP	1
LSG1	995
LSM1	3357
LSM10	3598
LSM11	109
LSM12	2435
LSM14A	4564
LSM14B	178
LSM2	5500
LSM3	15226
LSM4	12054
LSM5	13181
LSM6	1333
LSM7	9538
LSMD1	16037
LSP1	3
LSR	496
LSS	467
LST1	16
LTA	6
LTA4H	1734
LTB	34
LTB4R	257
LTB4R2	4
LTBP1	152
LTBP2	56
LTBP3	505
LTBP4	281
LTBR	1590
LTC4S	7
LTK	3
LTN1	706
LTV1	1457
LUC7L	1866
LUC7L2	1524
LUC7L3	5267
LUM	4
LUZP1	1616
LXN	656
LY6D	4
LY6E	10656
LY6G5B	4
LY6G5C	40
LY6G6C	4
LY6H	1
LY6K	209
LY9	3
LY96	3
LYAR	1817
LYG1	38
LYG2	3
LYL1	16
LYN	563
LYNX1	39
LYPD1	355
LYPD2	1
LYPD3	11
LYPD5	5
LYPD6	10
LYPLA1	2117
LYPLA2	1498
LYPLAL1	1109
LYRM1	1135
LYRM2	2100
LYRM4	2205
LYRM5	458
LYRM7	586
LYSMD1	47
LYSMD2	786
LYSMD3	202
LYSMD4	113
LYST	119
LYZ	1
LYZL2	1
LZIC	935
LZTFL1	197
LZTR1	170
LZTS2	329
M1	3
M6PR	2371
MACC1	7
MACF1	1680
MACROD1	190
MACROD2	13
MAD1L1	681
MAD2L1	2801
MAD2L1BP	593
MAD2L2	1944
MADCAM1	2
MADD	423
MAEA	1431
MAEL	1
MAF1	5860
MAFA	9
MAFB	6
MAFF	226
MAFG	1818
MAFK	715
MAGEA1	3
MAGEA11	2
MAGEA12	14
MAGEA3	21
MAGEA6	368
MAGEB10	1
MAGEB2	1
MAGEB6	3
MAGED1	1304
MAGED2	1718
MAGED4B	64
MAGEE1	72
MAGEF1	1006
MAGEH1	170
MAGI1	70
MAGI1-IT1	3
MAGI2	7
MAGI2-AS3	24
MAGI3	348
MAGIX	296
MAGOH	2795
MAGOHB	4507
MAGT1	938
MAK	8
MAK16	998
MAL	1
MAL2	3
MALAT1	301705
MALL	30
MALT1	538
MAMDC4	77
MAML1	131
MAML2	26
MAML3	261
MAMLD1	71
MAMSTR	77
MAN1A1	1
MAN1A2	437
MAN1B1	1291
MAN1C1	1
MAN2A1	206
MAN2A2	163
MAN2B1	339
MAN2B2	124
MAN2C1	270
MANBA	83
MANBAL	4084
MANEA	113
MANEAL	272
MANF	3379
MANSC1	123
MAOA	22
MAOB	6
MAP1A	93
MAP1B	9133
MAP1LC3A	641
MAP1LC3B	2458
MAP1LC3B2	41
MAP1S	528
MAP2	14
MAP2K1	1057
MAP2K2	4868
MAP2K3	2366
MAP2K4	1025
MAP2K5	479
MAP2K6	367
MAP2K7	519
MAP3K1	99
MAP3K10	66
MAP3K11	836
MAP3K12	84
MAP3K13	1301
MAP3K14	858
MAP3K15	51
MAP3K2	913
MAP3K3	365
MAP3K4	395
MAP3K5	79
MAP3K6	119
MAP3K7	524
MAP3K8	357
MAP3K9	163
MAP4	2978
MAP4K1	27
MAP4K2	231
MAP4K3	520
MAP4K4	1693
MAP4K5	868
MAP6	11
MAP6D1	86
MAP7	1186
MAP7D1	1639
MAP7D2	527
MAP7D3	959
MAP9	677
MAPK1	1003
MAPK10	15
MAPK11	85
MAPK12	609
MAPK13	6
MAPK14	444
MAPK15	6
MAPK1IP1L	2116
MAPK3	610
MAPK6	1426
MAPK7	163
MAPK8	48
MAPK8IP1	98
MAPK8IP2	49
MAPK8IP3	126
MAPK9	563
MAPKAP1	2235
MAPKAPK2	1030
MAPKAPK3	970
MAPKAPK5	625
MAPKBP1	56
MAPRE1	4025
MAPRE2	205
MAPRE3	367
MAPT	41
1-Mar	2
2-Mar	290
3-Mar	24
4-Mar	215
5-Mar	936
6-Mar	441
7-Mar	1807
8-Mar	75
9-Mar	128
MARCKS	1501
MARCKSL1	2971
MARCO	1
MARK2	729
MARK2P9	10
MARK3	1178
MARK4	105
MARS	1743
MARS2	110
MARVELD1	738
MARVELD2	64
MARVELD3	4
MAST1	18
MAST2	380
MAST3	80
MAST4	174
MAST4-AS1	44
MASTL	833
MAT1A	1
MAT2A	3151
MAT2B	820
MATL2963	117
MATN1	4
MATN2	224
MATN3	123
MATN4	19
MATR3	4505
MAU2	104
MAVS	1040
MAX	843
MAZ	1843
MB	287
MB21D1	286
MB21D2	149
MBD1	295
MBD2	682
MBD3	1003
MBD4	1209
MBD5	17
MBD6	227
MBIP	487
MBLAC1	192
MBLAC2	85
MBNL1	1815
MBNL2	282
MBOAT1	46
MBOAT2	430
MBOAT4	2
MBOAT7	2624
MBP	1175
MBTD1	149
MBTPS1	909
MBTPS2	854
MC1R	124
MCAM	24
MCART1	274
MCART2	1
MCART6	13
MCAT	1208
MCC	5
MCCC1	209
MCCC2	913
MCEE	137
MCF2L	8
MCF2L-AS1	2
MCF2L2	1
MCFD2	2469
MCL1	2017
MCM10	1580
MCM2	1144
MCM3	2469
MCM3AP	781
MCM3AP-AS1	29
MCM4	2051
MCM5	2439
MCM6	2176
MCM7	7543
MCM8	702
MCM9	132
MCMBP	1015
MCOLN1	304
MCOLN2	91
MCOLN3	55
MCPH1	443
MCRS1	2380
MCTP1	99
MCTS1	7342
MCU	942
MDC1	310
MDFI	1
MDFIC	592
MDGA1	36
MDGA2	1
MDH1	6547
MDH1B	40
MDH2	15245
MDK	386
MDM1	246
MDM2	854
MDM4	755
MDN1	285
MDP1	242
MDS2	2
ME1	2352
ME2	738
ME3	386
MEA1	4588
MEAF6	1085
MECOM	2
MECP2	561
MECR	789
MED1	982
MED10	2938
MED11	1877
MED12	94
MED12L	43
MED13	996
MED13L	1031
MED14	553
MED15	619
MED16	396
MED17	502
MED18	153
MED19	2089
MED20	255
MED21	1431
MED22	305
MED23	82
MED24	629
MED25	933
MED26	138
MED27	1155
MED28	906
MED29	2764
MED30	271
MED31	2640
MED4	1448
MED6	1418
MED7	1036
MED8	1729
MED9	309
MEF2A	434
MEF2BNB	738
MEF2D	415
MEFV	2
MEG3	127
MEGF11	4
MEGF6	53
MEGF8	222
MEGF9	472
MEI1	2
MEIG1	43
MEIS1	36
MEIS2	268
MEIS3	438
MEIS3P1	145
MELK	1323
MEMO1	911
MEN1	463
MEP1B	2
MEPCE	717
MERTK	29
MESDC1	403
MESDC2	4539
MESP1	1449
MESP2	17
MEST	637
MET	3658
METAP1	1020
METAP1D	56
METAP2	5989
METRN	6516
METRNL	45
METTL1	1635
METTL10	739
METTL11A	7700
METTL12	561
METTL13	1401
METTL14	107
METTL15	494
METTL16	1415
METTL17	623
METTL18	218
METTL19	94
METTL20	30
METTL21A	933
METTL21B	114
METTL21D	300
METTL22	553
METTL23	3834
METTL2A	1130
METTL2B	726
METTL3	1133
METTL4	177
METTL5	4211
METTL6	424
METTL7A	2
METTL7B	435
METTL8	933
METTL9	2916
MEX3A	51
MEX3B	28
MEX3C	86
MEX3D	23
MFAP1	1267
MFAP2	1
MFAP3	194
MFAP3L	46
MFF	4288
MFGE8	1237
MFHAS1	441
MFI2	304
MFI2-AS1	29
MFN1	495
MFN2	772
MFNG	23
MFSD1	645
MFSD10	2200
MFSD11	329
MFSD2A	86
MFSD3	1518
MFSD4	23
MFSD5	879
MFSD6	248
MFSD7	5
MFSD8	160
MFSD9	178
MGA	415
MGAM	89
MGAT1	1173
MGAT2	787
MGAT3	4
MGAT4A	97
MGAT4B	1763
MGAT5	59
MGAT5B	107
MGC11082	33
MGC12916	1
MGC12982	21
MGC13053	1
MGC14436	1
MGC16025	4
MGC16075	9
MGC16121	74
MGC16142	6
MGC16275	15
MGC16703	17
MGC21881	241
MGC23284	117
MGC24103	38
MGC27345	95
MGC2752	1362
MGC3771	24
MGC39372	2
MGC45800	11
MGC45922	3
MGC57346	147
MGC72080	449
MGEA5	1439
MGLL	3383
MGMT	783
MGP	1
MGRN1	245
MGST1	23927
MGST2	2339
MGST3	9671
MIA	1
MIA2	37
MIA3	537
MIAT	10
MIB1	393
MIB2	131
MICA	1977
MICAL1	122
MICAL2	286
MICAL3	326
MICALCL	4
MICALL1	208
MICALL2	154
MICB	99
MICU1	1163
MID1	2571
MID1IP1	1098
MID2	90
MIDN	850
MIEN1	7272
MIER1	795
MIER2	209
MIER3	242
MIF	75386
MIF4GD	1628
MIIP	711
MILR1	18
MINA	887
MINK1	333
MINPP1	508
MIOS	645
MIOX	1
MIP	1
MIPEP	446
MIPEPP3	6
MIPOL1	219
MIR100HG	42
MIR1307	1
MIR17HG	209
MIR181A2HG	41
MIR210HG	68
MIR22HG	254
MIR27B	1
MIR31HG	182
MIR3648	13
MIR3655	9
MIR4500HG	1
MIR497HG	14
MIR600HG	15
MIR632	2
MIRLET7BHG	263
MIS12	511
MIS18A	956
MIS18BP1	1557
MITD1	802
MITF	377
MKI67	6810
MKI67IP	3621
MKKS	10680
MKL1	460
MKL2	370
MKLN1	1398
MKNK1	490
MKNK2	799
MKRN1	1568
MKRN2	449
MKRN3	4
MKRN9P	7
MKS1	204
MKX	1
MLEC	5859
MLF1	645
MLF1IP	1715
MLF2	8486
MLH1	1212
MLH3	774
MLK7-AS1	1
MLKL	605
MLL	900
MLL2	172
MLL3	681
MLL4	853
MLL5	1786
MLLT1	320
MLLT10	783
MLLT11	1677
MLLT3	469
MLLT4	503
MLLT6	333
MLNR	1
MLPH	5015
MLST8	2452
MLX	1887
MLXIP	511
MLXIPL	41
MLYCD	292
MMAA	43
MMAB	4073
MMACHC	24
MMADHC	3520
MMD	757
MME	1
MMEL1	1
MMGT1	645
MMP1	1
MMP10	1
MMP11	2
MMP13	1
MMP14	3
MMP15	236
MMP17	185
MMP19	2
MMP2	26
MMP21	3
MMP24	630
MMP25	1
MMP28	25
MMP7	1560
MMP9	75
MMS19	595
MMS22L	172
MN1	16
MNAT1	1877
MND1	1097
MNS1	866
MNT	154
MNX1	83
MOAP1	210
MOB1A	1086
MOB1B	176
MOB2	1400
MOB3A	280
MOB3B	91
MOB3C	70
MOB4	2
MOBP	2
MOCOS	212
MOCS1	38
MOCS2	1752
MOCS3	223
MOGAT1	2
MOGS	542
MOK	622
MON1A	155
MON1B	224
MON2	409
MORC2	171
MORC2-AS1	81
MORC3	260
MORC4	5554
MORF4L1	12318
MORF4L2	6441
MORN1	27
MORN2	2450
MORN3	11
MORN4	137
MORN5	1
MOSC1	178
MOSC2	123
MOSPD1	606
MOSPD2	240
MOSPD3	635
MOV10	342
MOV10L1	2
MOXD1	17
MPDU1	5220
MPDZ	460
MPG	4971
MPHOSPH10	2640
MPHOSPH6	1687
MPHOSPH8	2087
MPHOSPH9	496
MPI	415
MPL	3
MPND	158
MPP1	469
MPP2	144
MPP3	242
MPP4	3
MPP5	766
MPP6	525
MPP7	2
MPPE1	266
MPPED1	1
MPPED2	2
MPRIP	2431
MPST	5302
MPV17	1475
MPV17L	124
MPV17L2	739
MPZ	8
MPZL1	2585
MPZL2	2
MR1	98
MRAP2	32
MRAS	114
MRC2	383
MRE11A	473
MREG	117
MRFAP1	11083
MRFAP1L1	623
MRI1	143
MRM1	647
MRO	4
MRP63	7587
MRPL1	2167
MRPL10	2881
MRPL11	7106
MRPL12	30444
MRPL13	5280
MRPL14	7992
MRPL15	5792
MRPL16	1842
MRPL17	7416
MRPL18	6821
MRPL19	3391
MRPL2	1913
MRPL20	15033
MRPL21	10586
MRPL22	5277
MRPL23	18503
MRPL24	9604
MRPL27	10448
MRPL28	8962
MRPL3	3632
MRPL30	2009
MRPL32	3012
MRPL33	10070
MRPL34	2844
MRPL35	2422
MRPL36	6542
MRPL37	3004
MRPL38	6861
MRPL39	909
MRPL4	4091
MRPL40	5103
MRPL41	18273
MRPL42	2783
MRPL42P5	13
MRPL43	4883
MRPL44	1772
MRPL45	2013
MRPL45P2	77
MRPL46	4418
MRPL47	3521
MRPL48	2637
MRPL49	1486
MRPL50	3028
MRPL51	23704
MRPL52	9629
MRPL53	10362
MRPL54	3795
MRPL55	9315
MRPL9	3638
MRPS10	3543
MRPS11	7910
MRPS12	27907
MRPS14	2612
MRPS15	5518
MRPS16	10352
MRPS17	6437
MRPS18A	2405
MRPS18B	4489
MRPS18C	4476
MRPS2	5106
MRPS21	13374
MRPS22	950
MRPS23	8404
MRPS24	13
MRPS25	4253
MRPS26	11784
MRPS27	2059
MRPS28	2465
MRPS30	1349
MRPS31	882
MRPS33	7266
MRPS34	17047
MRPS35	6036
MRPS36	2871
MRPS5	5528
MRPS6	2865
MRPS7	10896
MRPS9	1766
MRRF	1506
MRS2	373
MRS2P2	1
MRTO4	4556
MS4A15	1
MSC	363
MSH2	1493
MSH3	911
MSH5	2
MSH6	2745
MSI1	5
MSI2	223
MSL1	410
MSL2	124
MSL3	961
MSL3P1	334
MSLN	25
MSMB	2
MSMO1	1847
MSMP	20
MSN	2734
MSRA	830
MSRB2	1925
MSRB3	1160
MST1	1
MST1P2	10
MST1P9	1
MST1R	120
MST4	389
MSTO1	146
MSTO2P	6
MSX1	178
MSX2	79
MSX2P1	2
MT1A	412
MT1B	2
MT1DP	53
MT1F	274
MT1G	2
MT1L	1
MT1X	1951
MT2A	26209
MT3	2
MT4	1
MTA1	610
MTA2	176
MTA3	714
MTAP	173
MTBP	80
MTCH1	5184
MTCH2	6799
MTCP1	25
MTCP1NB	629
MTDH	12773
